,SubmitPerView,Ratio,Customer_Value_Score,SubmissionScore2,Submission_Score,Credit_Card_Apply_Clicked,Date,Express_No_Offers,Express_Visited,FCS_Client_Signup Completed,FCS_Qform_Optin_Completed,Form_Conversion,Form_Engagement_1,Form_Engagement_2,FormStart,FormSubmit_in_Express_Offers,GeoSegmentation_States,state,GeoSegmentationStatesSplit2,GeoSegmentationStates,Lender_Not_Matched,Lenders_Matched,Mobile_Device_Type,MyLT_Session_Started,Number_of_Records,Page_Views,Product_Reporting,TreeAuthID,Visit_Number,Visitor_ID,cchannel,csource,Qformuid
1358220,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,1,0,0,1,1,1,1,0,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Mobile Phone,0,1,16,Personal,60b876d9-38b6-409e-b56a-23126a71fbd5,8,1575660283331127945_4153843655898304453,aff,27.0,076c1908-bb0a-49ee-a4ea-dacb7616fd31
1358226,0.0,0.0,0.0,0.0625,62.5,0,1/8/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,16,Personal,768a6d67-2839-4235-8aaa-da199a6b1ccf,2,1098885757859199398_2977065845709195559,aff,27.0,9d05fb6c-bfa3-4586-8515-4ed758b8eb56
1358289,0.0,0.0,0.0,0.071428571,71.428571429,0,1/8/2018,0,1,0,0,1,1,1,1,1,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,0,1,14,Personal,39f85c7a-58ea-4084-a024-9668ecf43fd5,2,2376842972256864100_567875347119861751,bd,30.0,1081ab9a-c8de-4981-b69c-337ef1e14df3
1358295,0.0,0.0,0.0,0.045454545,45.454545455,0,1/8/2018,0,1,0,0,1,1,1,1,1,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Mobile Phone,0,1,22,Personal,05e5e434-61be-4e20-952a-1869c2fceaf6,26,2246211144336704935_9184949999583029380,bd,30.0,9ca2c1dd-2fdf-48fb-aa95-d00a5771a858
1358309,0.0,0.0,0.0,0.0625,62.5,0,1/8/2018,0,1,0,0,1,1,1,1,1,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Mobile Phone,0,1,16,Auto,48a65447-c864-4b28-b2f1-9812043fa319,1,5038479526149964494_3035222241272889014,bd,31.0,9e917389-0a02-497f-a19b-6b036265092a
1358320,0.0,0.0,0.0,0.0,0.0,0,1/8/2018,0,1,0,0,1,1,1,1,0,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,16,Personal,25dc95f1-50b9-44bb-bd33-f0879c013fe7,7,3974367610487696135_1303410666646789741,bd,31.0,a1470955-6fa3-498e-a5e3-2843b5eefbdb
1358326,0.0,0.0,0.0,0.0625,62.5,0,1/8/2018,0,1,0,0,1,1,1,1,1,pennsylvania (united states),pennsylvania,united states,pennsylvania (united states),0,0,Mobile Phone,0,1,16,Personal,5398d0aa-24cf-46d3-8ee9-79fa52cfe424,12,6685249334582302584_8359553081292201131,bd,31.0,55ae2e10-484c-484b-9135-681a6fdd0c6a
1358353,0.0,0.0,0.0,0.066666667,66.666666667,0,1/8/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,15,Auto,11e09b92-e1a3-4568-9cc3-5313ae90c4ab,1,2610353626512884364_1041878547995168638,bd,31.0,bcfe2375-d93a-4adc-a0d5-b8f3717d0072
1358365,0.0,0.0,0.0,0.066666667,66.666666667,0,1/8/2018,0,1,0,0,1,1,1,1,1,new jersey (united states),new jersey,united states,new jersey (united states),0,0,Other,0,1,15,Home Equity,7ecf1530-19cc-4179-85ad-d537bc5dc84c,1,1209981076819120048_7072395006495733497,perf,31.0,7f9d1007-a958-44be-8286-c69bcaf96d34
1359087,0.0,0.0,0.0,0.045454545,45.454545455,0,1/7/2018,0,1,0,1,1,1,1,1,1,connecticut (united states),connecticut,united states,connecticut (united states),0,0,Mobile Phone,0,1,22,Personal,a2ae9db9-322d-4609-8a23-83603a6325e0,24,8599616370053066901_465271042175420632,perf,1.0,e7c6e4e4-7fee-40a1-9c52-19cdf55a2e37
1359346,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,1/8/2018,0,1,0,1,1,1,1,1,1,nevada (united states),nevada,united states,nevada (united states),0,0,Mobile Phone,0,1,19,Personal,79a6dfd8-4203-45ce-8b03-81f9cdc02023,12,3483620028419801788_1934070026741700997,aff,27.0,4582dff4-5a5e-4513-97e7-34618029653c
1360907,0.0,0.0,0.0,0.071428571,71.428571429,0,1/29/2018,0,1,0,0,1,1,1,1,1,north carolina (united states),north carolina,united states,north carolina (united states),0,0,Mobile Phone,0,1,14,Auto,8bc98fc0-c484-40f0-b2f2-12378c5fce1e,1,604949102298241707_4786196684121383312,perf,1.0,565de474-d567-4a24-af99-21230ab65975
1360952,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,1/29/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,19,Refinance,5ec14644-4d36-46ff-b5fb-a6512473d656,17,5775060483965388247_6023353379506548286,perf,1.0,669bf125-860c-4950-b0e7-f0ad328d5a30
1361003,0.0,0.0,0.0,0.066666667,66.666666667,0,1/29/2018,0,1,0,0,1,1,1,1,1,ohio (united states),ohio,united states,ohio (united states),0,0,Other,0,1,15,Personal,7280e219-a360-4814-b828-d51fe5b2e5ba,2,8199576723538936139_2677494513294158515,perf,1.0,bcd98b61-464d-4de2-99d8-a73cfc53c987
1361031,0.0,0.0,0.0,0.05,50.0,0,1/29/2018,0,1,0,0,1,1,1,1,1,kentucky (united states),kentucky,united states,kentucky (united states),0,0,Other,0,1,20,Refinance,c64c08bf-ca59-49e1-b666-4ceacd58c167,4,7386205795335319492_352619853715600093,perf,1.0,7568e11f-d0a9-4712-9239-833bab9deade
1361068,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,1/29/2018,0,1,0,0,1,1,1,1,1,minnesota (united states),minnesota,united states,minnesota (united states),0,0,Mobile Phone,0,1,17,Personal,e2358c12-0fef-414c-a17b-2cb2e0d8ff39,4,5157067009031916753_6469860107180110664,aff,27.0,673ed1d8-7470-4044-89cb-2dd883276339
1361118,0.0,0.0,0.0,0.076923077,76.923076923,0,1/29/2018,0,1,0,0,1,1,1,1,1,virginia (united states),virginia,united states,virginia (united states),0,0,Tablet,0,1,13,Auto,6b42016c-8512-4103-a517-432dc2307fb1,1,2276970404476021161_4919323599846839196,bd,30.0,11b59b33-b5ca-4809-a40b-cbfa60b5e885
1361155,0.0,0.0,0.0,0.071428571,71.428571429,0,1/29/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,14,Auto,1d495c5e-8d2d-4e0a-849c-6bb7eb652405,1,836879276484463967_7460655102835048734,bd,31.0,2c9b19df-9901-4595-8fd4-d41f9fc03c12
1361156,0.0,0.0,0.0,0.066666667,66.666666667,0,1/29/2018,0,1,0,0,1,1,1,1,1,maryland (united states),maryland,united states,maryland (united states),0,0,Other,0,1,15,Auto,9fd75285-d9cb-48e6-8d81-cfd23db8c605,3,5731878100146676134_9038217232358971277,bd,31.0,a8be2340-be70-4104-a008-821913426b14
1361160,0.0,0.0,0.0,0.038461537999999997,38.461538462,0,1/29/2018,0,1,0,0,1,1,1,1,1,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Other,0,1,26,Auto,93a55ac9-f9a9-4870-901e-761c7e9aff0d,2,6221073679021966349_1946185577042649970,bd,31.0,6899948b-b13c-43d1-8c17-87b37f3d8da4
1361173,0.0,0.0,0.0,0.05,50.0,0,1/29/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,20,Home Equity,2affa147-8b96-4b61-a1b1-7822f2ea0189,1,2037299316349830089_6616653875647652253,perf,31.0,7c3375bc-d0f2-47ed-8c42-ce4220327549
1361183,0.0,0.0,0.0,0.066666667,66.666666667,0,1/29/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,15,Personal,814c409c-10e3-4835-99f2-3086f9dd2e67,18,4909994695535976863_2969399633552227501,bd,31.0,d6c486eb-3105-4e45-996c-cb25a21f9012
1361392,0.0,0.0,0.0,0.5,500.0,0,1/30/2018,0,1,0,0,1,1,0,1,1,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,2,Personal,4aadcb43-37bb-4c02-b3df-c4aca771d2ad,2,7734054162037778884_3422143032798105631,aff,27.0,beeac867-9e79-4f6b-bffa-d71e2a7a53a6
1361394,0.0,0.0,0.0,0.5,500.0,0,1/30/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,2,Personal,0a987cd8-343c-4bd2-baa2-760f1253fca8,1,2382567469501939260_6437321469104095578,aff,27.0,e04219f2-83fa-4b06-ac58-ce18a5306ef7
1361398,0.0,0.0,0.0,0.5,500.0,0,1/30/2018,0,1,0,0,1,1,0,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,2,Personal,fa1d4325-ae1e-4372-9f79-769828ea6473,11,8516547031862761152_8540369383276497408,bd,31.0,a7d3a9e9-c806-4fa5-a220-3ba213fd6c65
1361400,0.0,0.0,0.0,0.166666667,166.66666666700002,0,1/30/2018,0,2,0,0,1,1,0,1,1,west virginia (united states),west virginia,united states,west virginia (united states),0,0,Mobile Phone,0,1,6,Refinance,cc8a288f-ceb4-4488-aa86-ed009e029033,7,4015208928769828918_3910538864248429857,bd,31.0,4ab6e4a1-0bed-4317-a9aa-09280ac72c1b
1361401,0.0,0.0,0.0,0.5,500.0,0,1/30/2018,0,1,0,0,1,1,0,1,1,tennessee (united states),tennessee,united states,tennessee (united states),0,0,Other,0,1,2,Personal,501efae5-6be8-4627-8fcd-604d6570e997,1,5944265756372739154_8442827622902204946,bd,31.0,3b15be03-467b-41f2-97f8-d49564675cbb
1361402,0.0,0.0,0.0,0.5,500.0,0,1/30/2018,0,1,0,0,1,1,0,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,2,Personal,32130efb-03a4-4d5c-be45-55ddad2e26ce,1,1378195843687981696_5723710857167782658,bd,31.0,c4dbd3a7-77a6-42eb-9017-44460d0dbbcd
1361534,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,0,0,0,1,1,1,1,0,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,24,Refinance,75665133-0131-42fe-b8c6-22ca4b5a4804,2,8309750735340488522_5035719547815603236,perf,1.0,b0e1df06-1d68-471b-b71e-d96db15eb8f0
1361559,0.0,0.0,0.0,0.0,0.0,0,1/30/2018,0,1,0,0,1,1,1,1,0,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,16,Auto,af9426a8-72cb-4b20-ab5e-6342d187be9d,4,8839893281947538965_8805508978853054000,bd,31.0,b0c69727-3ec4-4cad-875a-f9c1afd355a3
1362387,0.0,0.0,0.0,0.0625,62.5,0,1/30/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,16,Personal,7eb6786b-c6b5-48c2-a7d5-728a02bbd04c,4,191073784592175026_6069425681636417692,aff,27.0,c0ba4030-6152-4690-8255-cdb4ccbc7161
1362389,0.0,0.0,0.0,0.0625,62.5,0,1/30/2018,0,1,0,0,1,1,1,1,1,washington (united states),washington,united states,washington (united states),0,0,Mobile Phone,0,1,16,Personal,45b2f993-a0b3-434f-93ed-ab7093b5ab34,12,6540838847171422045_5547781397416070624,aff,27.0,dd5f13f4-578e-47ed-85f5-e9e66cb9d1ef
1362407,0.0,0.0,0.0,0.052631579000000005,52.631578947,0,1/30/2018,0,1,0,0,1,1,1,0,1,new york (united states),new york,united states,new york (united states),0,0,Mobile Phone,0,1,19,Purchase,14a60c64-6cf0-4467-8fdc-9577e380cca3,3,3595040611144901172_1399825578532715268,aff,27.0,da7c78c9-1517-48f7-9835-e135b4c703c2
1362435,0.0,0.0,0.0,0.076923077,76.923076923,0,1/30/2018,0,1,0,0,1,1,1,1,1,arizona (united states),arizona,united states,arizona (united states),0,0,Mobile Phone,0,1,13,Auto,4b0b406d-9d38-46e6-9b7d-44f14e0f52bf,1,653477310970283373_5839723466197143530,bd,31.0,b0fd0a29-0670-43f7-86cc-3fb0d3b68dd0
1362437,0.0,0.0,0.0,0.038461537999999997,38.461538462,0,1/30/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,26,Auto,dafb2f47-6bfe-4359-9f33-4df3d62578c4,2,2653862549431740753_5354831763573009818,bd,31.0,f74c988a-4930-4c30-b1d0-e29cd7261013
1362444,0.0,0.0,0.0,0.066666667,66.666666667,0,1/30/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,15,Personal,dafb2f47-6bfe-4359-9f33-4df3d62578c4,2,2653862549431740753_5354831763573009818,bd,31.0,2733ec32-cb50-4e45-a801-9d5b2de23c54
1362450,0.0,0.0,0.0,0.0625,62.5,0,1/30/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,16,Personal,a4e68477-0713-4688-aa4a-244efeff7ff5,6,1979128110608100466_105767188847918347,bd,31.0,ff921f6d-474f-48f6-a7ce-ebe0c3be43b2
1362455,0.0,0.0,0.0,0.05,50.0,0,1/30/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Mobile Phone,0,1,20,Personal,266659a8-f705-421c-8bc8-0ebe436f012c,19,4493271439239145608_3464585438964745697,bd,31.0,feb836cc-b3a4-4476-9a17-c9f915959c23
1362470,0.0,0.0,0.0,0.047619048,47.61904761899999,0,1/30/2018,0,3,0,0,1,1,1,1,1,indiana (united states),indiana,united states,indiana (united states),0,0,Mobile Phone,0,1,21,Purchase,62720fb1-30d9-4f9d-9c0a-552b4d849f11,2,4609652070603872351_2060011225184634192,bd,31.0,bb8fd7d6-96aa-4c9d-93d1-ecf1476601be
1363236,0.0,0.0,0.0,0.055555556,55.555555556,0,1/29/2018,0,1,0,1,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Other,0,1,18,Personal,9ae8bd7f-2970-45eb-a144-1e4f2423e4bc,1,2031734877298468655_5575184587097087010,aff,27.0,db81cdbb-c24a-44f3-8dd6-aceca0b0aae4
1363494,0.0,0.0,0.0,0.0,0.0,0,1/29/2018,0,0,1,0,0,0,0,1,0,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,7,Refinance,677929cb-18e8-4f1e-a8fe-011902a835c8,2,5052730195564666215_3959176756115590761,aff,27.0,43dff925-893f-462c-955a-6d23cc2b445b
1364998,0.0,0.0,0.0,0.0625,62.5,0,2/13/2018,0,1,0,0,1,1,1,1,1,illinois (united states),illinois,united states,illinois (united states),0,0,Mobile Phone,0,1,16,Personal,4eab7804-beed-4c02-984a-48f157a141c0,3,6156280957443129469_715470989296486074,perf,1.0,0ae6f1ab-f01e-40e8-a535-895a84b520aa
1365033,0.0,0.0,0.0,0.045454545,45.454545455,0,2/13/2018,0,1,0,0,1,1,1,0,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,22,Purchase,d7f64f59-2dc0-4ee7-9cf3-b624bfda1e19,5,5478564255529337331_2140584745293633579,perf,1.0,ac19bcd7-ffe5-4bfc-9061-d876a3f0ace7
1365076,0.0,0.0,0.0,0.066666667,66.666666667,0,2/13/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,15,Auto,9be2a424-aaf1-4490-9a6d-4d8db4740eca,3,3290217582834647362_9145613538342500826,perf,1.0,7e18ae2a-ee1b-4558-b243-c05ed7ad16e7
1365082,0.0,0.0,0.0,0.066666667,66.666666667,0,2/13/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,15,Personal,373bda38-8ddb-4ad4-9f06-fa4cbfbd1850,1,1582738532998170342_6689862137428838924,perf,1.0,f219976d-02f7-4f55-9fdf-e4d5a205b30f
1365088,0.0,0.0,0.0,0.066666667,66.666666667,0,2/13/2018,0,1,0,0,1,1,1,1,1,louisiana (united states),louisiana,united states,louisiana (united states),0,0,Other,0,1,15,Personal,b89f1934-98f0-4c7f-9989-09280bb7349a,5,2842742899756778009_7216086101742093671,perf,1.0,7c5a2e23-3a9c-4bd8-9f23-c574ff5aa4a1
1365123,0.0,0.0,0.0,0.047619048,47.61904761899999,0,2/13/2018,0,3,0,0,1,1,1,1,1,alaska (united states),alaska,united states,alaska (united states),0,0,Other,0,1,21,Refinance,68e54354-d276-4de6-ada4-a11ca8837133,2,4554446684863793170_6686955719286346342,perf,1.0,b1147d38-3b7b-483f-80bd-d40a0e94851c
1365162,0.0,0.0,0.0,0.0625,62.5,0,2/13/2018,0,1,0,0,1,1,1,1,1,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,16,Personal,4f07c686-15e9-4b7d-96d1-133226f123ac,7,7745684297676620273_1945659027440081113,aff,27.0,2c9b8d35-049f-4e5a-a492-629c297ebd46
1365163,0.0,0.0,0.0,0.0625,62.5,0,2/13/2018,0,1,0,0,1,1,1,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,16,Personal,408971c4-c821-4d68-b405-ec35deedc651,48,1980076791021481158_2973952035209618892,aff,27.0,884aa2a6-c26a-4b59-abc7-24f00e41ea73
1365170,0.0,0.0,0.0,0.055555556,55.555555556,0,2/13/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,18,Personal,b49e6093-76e4-4c2b-a193-0af25f895898,6,6015083217842643469_1447134035565466226,aff,27.0,5fc94651-6705-4f0e-ad25-c0d7be694b41
1365215,0.0,0.0,0.0,0.076923077,76.923076923,0,2/13/2018,0,1,0,0,1,1,1,1,1,oregon (united states),oregon,united states,oregon (united states),0,0,Mobile Phone,0,1,13,Auto,f943798f-2d42-4978-871b-c86c23e97d3a,1,2190986221030979949_6038610193951406780,bd,31.0,57df28ca-3ffe-4b3e-a7de-64e05df8a344
1365219,0.0,0.0,0.0,0.038461537999999997,38.461538462,0,2/13/2018,0,1,0,0,1,1,1,1,1,nebraska (united states),nebraska,united states,nebraska (united states),0,0,Mobile Phone,0,1,26,Auto,586ea74f-ecdd-4ca5-b1c3-e7ed99384e78,58,5230971712087181532_1866188157302985447,bd,31.0,259d82c7-ac5e-4f36-9bbe-c4d3d89501fc
1365227,0.0,0.0,0.0,0.0625,62.5,0,2/13/2018,0,1,0,0,1,1,1,1,1,georgia (united states),georgia,united states,georgia (united states),0,0,Mobile Phone,0,1,16,Personal,debcedf0-eefb-4785-bb54-24ee96e90877,2,3221197848113458795_8857180727410255916,bd,31.0,827136c7-628f-485a-b92d-21793e201301
1365231,0.0,0.0,0.0,0.0625,62.5,0,2/13/2018,0,1,0,0,1,1,1,1,1,michigan (united states),michigan,united states,michigan (united states),0,0,Mobile Phone,0,1,16,Personal,b00d0283-31e7-42c3-86e6-7c61f64b6fb6,8,1885878381675513891_57545583676372066,bd,31.0,1f633d8e-040c-4984-8eb9-e573691dd0c5
1365237,0.0,0.0,0.0,0.0625,62.5,0,2/13/2018,0,1,0,0,1,1,1,1,1,utah (united states),utah,united states,utah (united states),0,0,Mobile Phone,0,1,16,Personal,a7c8d25a-3d13-4cd1-b614-063dbc4a9bfc,5,267882651858820788_957792014533349977,perf,31.0,f422a826-a198-4ce3-9b99-5008ad748840
1365259,0.0,0.0,0.0,0.071428571,71.428571429,0,2/13/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,14,Auto,77a4e81a-1529-4287-b67b-0e7fcee0e458,3,4607212143255229575_3743308678977222448,bd,31.0,67e10e93-f4b4-48cf-8496-a98f5a85b1f2
1365286,0.0,0.0,0.0,0.066666667,66.666666667,0,2/13/2018,0,1,0,0,1,1,1,1,1,illinois (united states),illinois,united states,illinois (united states),0,0,Other,0,1,15,Personal,d3ea083e-c57a-4732-81cd-cb63d35a1373,6,3062533572616461125_5935224400012884213,bd,31.0,cc685fbe-2dc4-4502-9a2b-94531af7ddd5
1365303,0.0,0.0,0.0,0.037037037,37.037037037,0,2/13/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Tablet,0,1,27,Auto,9c4671bf-2dfa-493b-9abb-280bfc9756ad,2,4160060139671072475_4143644499979871126,bd,31.0,f71ff8df-d7e8-4924-bb62-0bd79a71b1bf
1366285,0.0,0.0,0.0,0.0625,62.5,0,2/14/2018,0,1,0,0,1,1,1,1,1,florida (united states),florida,united states,florida (united states),0,0,Mobile Phone,0,1,16,Personal,94a09249-0958-4951-9e03-aa4d4240f452,7,3767241983135756839_6928826230749446201,perf,1.0,d3738b19-973f-4c21-8b3e-b29f21f09542
1366297,0.0,0.0,0.0,0.05,50.0,0,2/14/2018,0,1,0,0,1,1,1,1,1,arizona (united states),arizona,united states,arizona (united states),0,0,Mobile Phone,0,1,20,Personal,8ba22c3c-1cd8-4667-9cdf-3c4c0c6495c6,8,5171825689868099257_4718177661240426213,perf,1.0,935ffdfb-4d15-4beb-bdf3-f149def7deeb
1366309,0.0,0.0,0.0,0.04,40.0,0,2/14/2018,0,1,0,0,1,1,1,0,1,south carolina (united states),south carolina,united states,south carolina (united states),0,0,Mobile Phone,0,1,25,Purchase,d3133284-e615-479c-84c1-c6ca427e3062,11,2199450393631070397_7704101482863732393,perf,1.0,bf652183-31cb-4e40-9c4e-5ba848782fd4
1366313,0.0,0.0,0.0,0.090909091,90.909090909,0,2/14/2018,0,2,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Mobile Phone,0,1,11,Purchase,6488c516-9988-468d-b571-a80f6b44d893,1,6911870814539676787_6311839900285781136,perf,1.0,c80adbae-51ca-4318-b837-2a6308845e66
1366333,0.0,0.0,0.0,0.047619048,47.61904761899999,0,2/14/2018,0,1,0,0,1,1,1,1,1,west virginia (united states),west virginia,united states,west virginia (united states),0,0,Mobile Phone,0,1,21,Refinance,c026add4-cbe0-483d-8063-246fe5708817,5,5966544628873116279_7338043381302968837,perf,1.0,5d29d43d-f1c6-4b33-af91-18d3d6b862f8
1366364,0.0,0.0,0.0,0.0625,62.5,0,2/14/2018,0,1,0,0,1,1,1,1,1,california (united states),california,united states,california (united states),0,0,Other,0,1,16,Personal,1656799b-30bc-4f65-b5d7-ee43b791fbe2,8,5317089626542276440_3504024119472314065,perf,1.0,42f93c52-2a62-4d0c-88ff-0972dc8fd5c8
1366367,0.0,0.0,0.0,0.058823529000000006,58.823529412,0,2/14/2018,0,1,0,0,1,1,1,1,1,wisconsin (united states),wisconsin,united states,wisconsin (united states),0,0,Other,0,1,17,Personal,221931c8-1f50-4890-af26-9940e26f1d11,4,8168900182004344320_5518035049473181649,perf,1.0,384eb1d3-c1f3-4e15-aba4-7a610ceef4c2
1366371,0.0,0.0,0.0,0.05,50.0,0,2/14/2018,0,1,0,0,1,1,1,0,1,vermont (united states),vermont,united states,vermont (united states),0,0,Other,0,1,20,Purchase,1dd36a0e-8d3e-41bb-aa3d-ebe807dce715,3,3001273210419577857_67120980518629424,perf,1.0,66e33839-6442-482b-a0f9-04df0990f7ad
1366403,0.0,0.0,0.0,0.028571429,28.571428571,0,2/14/2018,0,1,0,0,1,1,1,1,1,texas (united states),texas,united states,texas (united states),0,0,Other,0,1,35,Refinance,d9840f26-6e45-457c-9690-beb174cd58a7,10,7578578543039806122_4218412020088508044,perf,1.0,e402f21b-e879-40b3-a163-4771f45f9e03
1366404,0.0,0.0,0.0,0.0625,62.5,0,2/14/2018,0,1,0,0,1,1,1,1,1,colorado (united states),colorado,united states,colorado (united states),0,0,Tablet,0,1,16,Personal,43e33a97-be9c-4d59-aa6d-95022d51c017,3,4238851929278351880_2555180943574572521,perf,1.0,4ad7e631-4105-444e-96c4-80350cd80ee3
